"Lender name","University","Country / Main Campus","Criteria","Source","Courses","_RowNumber","_UniversityOriginal","_CountryOriginal","_UniversityNorm","_CountryNormOriginal","_CountryNormProposed","_ChangedUniversity","_ChangedCountry","_CountryConfidence","_CountryBreakdown"
"Bank of India","Florida Gulf Coast University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","1213","Florida Gulf Coast University","United States of America","florida gulf coast university","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of India","Florida Institute of Technology","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","1214","Florida Institute of Technology","United States of America","florida institute of technology","united states of america","united states of america","False","False","high","united states of america:3"
"Mpower","Florida Institute of Technology","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","1215","Florida Institute of Technology","United States of America","florida institute of technology","united states of america","united states of america","False","False","high","united states of america:3"
"Prodigy","Florida Institute of Technology","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Computer Science & IT; Engineering & Technology; Natural Sciences","1216","Florida Institute of Technology","United States of America","florida institute of technology","united states of america","united states of america","False","False","high","united states of america:3"
"Bank of Baroda","Florida International University","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM","1217","Florida International University","United States of America","florida international university","united states of america","united states of america","False","False","high","united states of america:8"
"Bank of India","Florida International University","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","1218","Florida International University","United States of America","florida international university","united states of america","united states of america","False","False","high","united states of america:8"
"Indian Overseas Bank","Florida International University","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","1219","Florida International University","United States of America","florida international university","united states of america","united states of america","False","False","high","united states of america:8"
"Leapfinance","Florida International University","United States of America","Listed","https://leapfinance.com/courses","Any course","1220","Florida International University","United States of America","florida international university","united states of america","united states of america","False","False","high","united states of america:8"
"Mpower","Florida International University","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM","1221","Florida International University","United States of America","florida international university","united states of america","united states of america","False","False","high","united states of america:8"
"Prodigy","Florida International University","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences","1222","Florida International University","United States of America","florida international university","united states of america","united states of america","False","False","high","united states of america:8"
"Union Bank of India","Florida International University","United States of America","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","MEDICAL; STEM","1223","Florida International University","United States of America","florida international university","united states of america","united states of america","False","False","high","united states of america:8"
"Yes Bank","Florida International University","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course","1224","Florida International University","United States of America","florida international university","united states of america","united states of america","False","False","high","united states of america:8"
"Bank of India","Florida Polytechnic University","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course","1225","Florida Polytechnic University","United States of America","florida polytechnic university","united states of america","united states of america","False","False","high","united states of america:1"
"Bank of Baroda","Florida State University","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; STEM","1226","Florida State University","United States of America","florida state university","united states of america","united states of america","False","False","high","united states of america:8"
