"Lender name","University","Country / Main Campus","Criteria","Source","Courses"
"Bank of Baroda","University of New Mexico","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM"
"Bank of India","University of New Mexico","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of New Mexico","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Prodigy","University of New Mexico","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences; Public Policy"
"Union Bank of India","University of New Mexico","United States of America","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","STEM"
"Yes Bank","University of New Mexico","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of New Orleans","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of Baroda","University of New South Wales","Australia","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; Medical; STEM"
"Bank of India","University of New South Wales","Australia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of New South Wales","Australia","Top 50 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"State Bank of India","University of New South Wales","Australia","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course"
"Union Bank of India","University of New South Wales","Australia","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Management and Law; Medical; STEM"
"Yes Bank","University of New South Wales","Australia","Top 75 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of Baroda","University of Newcastle","Australia","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM"
"Bank of India","University of Newcastle","Australia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Newcastle","Australia","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Indian Overseas Bank","University of Newcastle","Australia","Top 200 to 300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Newcastle","Australia","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Nicosia","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Nigeria","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Nis","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Nizwa","Oman","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Nizwa","Oman","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Nizwa","Oman","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Leapfinance","University of North Carolina","United States of America","Listed","https://leapfinance.com/courses","Any course"
"Bank of India","University of North Carolina Asheville","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of Baroda","University of North Carolina at Chapel Hill","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; Medical"
"Bank of India","University of North Carolina at Chapel Hill","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of North Carolina at Chapel Hill","United States of America","Top 50 to 200 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of North Carolina at Chapel Hill","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of North Carolina at Chapel Hill","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences"
"State Bank of India","University of North Carolina at Chapel Hill","United States of America","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course"
"Union Bank of India","University of North Carolina at Chapel Hill","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Law and Medical; Management; Medical; STEM"
"Yes Bank","University of North Carolina at Chapel Hill","United States of America","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of North Carolina at Charlotte","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","University of North Carolina at Greensboro","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of North Carolina at Greensboro","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","University of North Carolina Charlotte","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of North Carolina Wilmington","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of North Carolina Wilmington","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of North Carolina Charlotte","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences"
"Prodigy","University of North Carolina Wilmington","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Natural Sciences"
"Bank of India","University of North Dakota","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of North Dakota","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of North Dakota","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences; Social Sciences"
"Bank of India","University of North Florida","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of North Florida","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","University of North Georgia","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of North Texas","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
