"UniversityNorm","UniversityDisplay","FinalCountryNorm","DistinctCountries","CountryBreakdown","UniqueLenders","TotalRows","Status","RawCountryValues","RawNameValues"
"universidad michoacana de san nicolas de hidalgo","Universidad Michoacana de San Nicolas de Hidalgo","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Michoacana de San Nicolas de Hidalgo"
"universidad miguel hernandez","Universidad Miguel Hernandez","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Miguel Hernandez"
"universidad nacional agraria la molina","Universidad Nacional Agraria La Molina","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional Agraria La Molina"
"universidad nacional autonoma de mexico","Universidad Nacional Autonoma de Mexico","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional Autonoma de Mexico"
"universidad nacional autonoma de mexico unam","Universidad Nacional Autonoma de Mexico (UNAM)","mexico","1","mexico:3","3","3","PASS","Mexico","Universidad Nacional Autonoma de Mexico (UNAM)"
"universidad nacional costa rica","Universidad Nacional Costa Rica","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional Costa Rica"
"universidad nacional de asuncion","Universidad Nacional de Asuncion","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de Asuncion"
"universidad nacional de colombia","Universidad Nacional de Colombia","colombia","1","colombia:3","3","3","PASS","Colombia","Universidad Nacional de Colombia"
"universidad nacional de cordoba","Universidad Nacional de Cordoba","argentina","1","argentina:3","3","3","PASS","Argentina","Universidad Nacional de Cordoba"
"universidad nacional de cuyo mendoza","Universidad Nacional de Cuyo Mendoza","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de Cuyo Mendoza"
"universidad nacional de educacion a distancia uned","Universidad Nacional de Educacion a Distancia UNED","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de Educacion a Distancia UNED"
"universidad nacional de ingenieria lima","Universidad Nacional de Ingenieria Lima","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de Ingenieria Lima"
"universidad nacional de la plata","Universidad Nacional de La Plata","argentina","1","argentina:3","3","3","PASS","Argentina","Universidad Nacional de La Plata"
"universidad nacional de loja","Universidad Nacional de Loja","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de Loja"
"universidad nacional de mar del plata","Universidad Nacional de Mar del Plata","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de Mar del Plata"
"universidad nacional de quilmes","Universidad Nacional de Quilmes","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de Quilmes"
"universidad nacional de rosario","Universidad Nacional de Rosario","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de Rosario"
"universidad nacional de san luis","Universidad Nacional de San Luis","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de San Luis"
"universidad nacional de san martin argentina","Universidad Nacional de San Martin Argentina","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de San Martin Argentina"
"universidad nacional de tucuman","Universidad Nacional de Tucuman","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional de Tucuman"
"universidad nacional del centro de la provincia de buenos aires","Universidad Nacional del Centro de la Provincia de Buenos Aires","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional del Centro de la Provincia de Buenos Aires"
"universidad nacional del comahue","Universidad Nacional del Comahue","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional del Comahue"
"universidad nacional del litoral","Universidad Nacional del Litoral","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Nacional del Litoral"
